Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
YP_009130646_Fusarium_graminearum_hypovirus_2,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,,,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae|||
YP_009051683_Phomopsis_longicolla_hypovirus,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Betahypovirus,Betahypovirus phomopsis,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Betahypovirus|Betahypovirus phomopsis
YP_009011065_Fusarium_graminearum_hypovirus_1,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,,,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae|||
YP_008828161_Sclerotinia_sclerotiorum_hypovirus_2,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Thetahypovirus,Thetahypovirus sclerotiniae,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Thetahypovirus|Thetahypovirus sclerotiniae
YP_004782527_Sclerotinia_sclerotiorum_hypovirus_1,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Betahypovirus,Betahypovirus sclerotiniae,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Betahypovirus|Betahypovirus sclerotiniae
YP_005476604_Valsa_ceratosperma_hypovirus_1,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Betahypovirus,Betahypovirus valsae,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Betahypovirus|Betahypovirus valsae
YP_138519_Cryphonectria_hypovirus_4,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Betahypovirus,Betahypovirus americanum,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Betahypovirus|Betahypovirus americanum
NP_613266_Cryphonectria_hypovirus_2,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Alphahypovirus,Alphahypovirus americanum,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Alphahypovirus|Alphahypovirus americanum
NP_051710_Cryphonectria_hypovirus_3,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Betahypovirus,Betahypovirus cryphonectriae,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Betahypovirus|Betahypovirus cryphonectriae
NP_041091_Cryphonectria_hypovirus_1,Hypoviridae,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Hypoviridae,,Alphahypovirus,Alphahypovirus cryphonectriae,,Hypo,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Hypoviridae||Alphahypovirus|Alphahypovirus cryphonectriae
