Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
SXSSP2490_flaviviridae_22879_7312aa,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
tick109186_flaviviridae_16262_5114aa,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
tick109204_flaviviridae_19537_6359aa,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
UHK03321.1_Hangzhou_frankliniella_intonsa_flavivirus_1_Frankliniella_intonsa_7251,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
UVC46623.1_carrot_flavi-like_virus_1_Daucus_carota_7078,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
WGML137011_flaviviridae_23677_7771aa,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
WHCCII13325_flaviviridae_20746bp_6806aa,Flaviviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae|||
BCI56825.1_Ochlerotatus_scapularis_flavivirus_Ochlerotatus_sp._3411,Orthoflavivirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|
BCL56285.1_Mpulungu_flavivirus_Rhipicephalus_muhsamae_3401,Orthoflavivirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|
NC_001437_JEVgp1,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus japonicum,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus japonicum
NC_001477_DV1_gp1,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus denguei,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus denguei
NC_001563_WNVgp1,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus nilense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus nilense
NC_001564_CFA,Orthoflavivirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|
NC_001672_TBEVgp1,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus encephalitidis,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus encephalitidis
NC_002031_YFVgp1,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus flavi,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus flavi
NC_003676_APOIVgp1,Orthoflavivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus apoiense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus apoiense
NC_003996_TABVgp1,Orthoflavivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|
NC_021069_K928_gp1,Orthoflavivirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|
NP_044677.1_Louping_ill_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus loupingi,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus loupingi
NP_620044_Rio_Bravo_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus bravoense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus bravoense
NP_620108.1_Langat_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus langatense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus langatense
NP_722539.1_Murray_Valley_encephalitis_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus murrayense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus murrayense
NP_775511.1_Tick-borne_encephalitis_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus encephalitidis,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus encephalitidis
NP_775524.1_Powassan_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus powassanense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus powassanense
NP_932093.1_Omsk_hemorrhagic_fever_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus omskense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus omskense
QCH00713.1_Crangon_crangon_flavivirus_Crangon_crangon_3626,Orthoflavivirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|
YP_001008348_St_Louis_encephalitis_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus louisense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus louisense
YP_001040004.1_Aroa_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus aroaense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus aroaense
YP_001040006.1_Ilheus_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus ilheusense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus ilheusense
YP_002790883.1_Bagaza_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus bagazaense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus bagazaense
YP_002922020.1_Wesselsbron_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus wesselsbronense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus wesselsbronense
YP_004734464.1_Tembusu_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus tembusu,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus tembusu
YP_006846328.2_Ntaya_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus ntayaense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus ntayaense
YP_009222007_Banzi_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus banziense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus banziense
YP_009227205.1_Zika_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus zikaense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus zikaense
YP_009256192.1_Edge_Hill_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus edgehillense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus edgehillense
YP_009333115.1_Cacipacore_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus cacipacoreense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus cacipacoreense
YP_009333131.1_Kokobera_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus kokoberaorum,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus kokoberaorum
YP_009344968.1_Uganda_S_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus ugandaense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus ugandaense
YP_009345034.1_Gadgets_Gully_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus gadgetsense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus gadgetsense
YP_009513189.1_Kyasanur_Forest_disease_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus kyasanurense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus kyasanurense
YP_164264.1_Usutu_virus,Orthoflavivirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Orthoflavivirus,Orthoflavivirus usutuense,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Orthoflavivirus|Orthoflavivirus usutuense
Cartilaginous_DHHHBHGS10983_Xiamen_sepia_Stingray_hepacivirus_11009bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Cartilaginous_NHJSG30261_Nanhai_dogfish_shark_hepacivirus_9175bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Cartilaginous_NHJSG30635_Guangxi_houndshark_hepacivirus_9751bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Cartilaginous_NHYJG60710_Nanhai_ghost_shark_hepacivirus_2_10630bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Lungfish_FZFYG124617_Western_African_lungfish_hepacivirus_10272bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
NC_004102_HCVgp1,Hepacivirus,1,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,Hepacivirus hominis,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|Hepacivirus hominis
Q69422_POLG_GBVB,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,Hepacivirus platyrrhini,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|Hepacivirus platyrrhini
QFR04963.1_Bald_eagle_hepacivirus_Haliaeetus_leucocephalus_3430,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
QPB69979.1_Rodent_hepacivirus_Acomys_wilsoni_2849,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
QQM18104.1_Bat_hepacivirus_Glauconycteris_2766,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Rayfin_XMLMGHepa10640_Wenling_moray_eel_hepacivirus_8749bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Reptile_PXJHG3419_Guangxi_chinese_leopard_gecko_hepacivirus_12291bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
Reptile_WHJYGF75270_Chinese_softshell_turtle_hepacivirus_9194bp,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
UBZ53977.1_Ringtail_hepacivirus_Bassariscus_astutus_2933,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
UOL48898.1_Longquan_Rhinolophus_pusillus_hepacivirus_1_Rhinolophus_pusillus_3002,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
UVC43321.1_Rhizomys_pruinosus_hepacivirus_Rhizomys_pruinosus_2779,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
YP_007905733_Rodent_hepacivirus,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,Hepacivirus peromysci,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|Hepacivirus peromysci
YP_009058898_Equine_hepacivirus,Hepacivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Hepacivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Hepacivirus|
arthropodmix14081_JMTV_NS5_3170_911aa,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
EU792509_Toxocara_canis_ANT-5_NS5,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
JMTV_NSP1,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
WHCC2c13291_JMTV_NS5-like_907aa,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
WHCCII13522_JMTV_NS5_3074_907aa,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
ZCM66784_JMTV_NS5-like_3135_943aa,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
ZJinsect96267_NS5-like_905aa,Jingmenvirus,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Jingmenvirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Jingmenvirus|||
AAC40502.1_Pegivirus_A_Aotus_trivirgatus_3005,Pegivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Pegivirus,,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Pegivirus|
ADK12629_GB_virus_D,Pegivirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Flasuviricetes,Amarillovirales,,Flaviviridae,,Pegivirus,Pegivirus pteropi,,Flavi,Riboviria|Orthornavirae|Kitrinoviricota||Flasuviricetes|Amarillovirales||Flaviviridae||Pegivirus|Pegivirus pteropi
