Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
DAZ90983.1_Alloteropsis_angusta_amalgavirus_1_Alloteropsis_angusta_1052,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ90989.1_Amaranthus_tuberculatus_amalgavirus_1_Amaranthus_tuberculatus_1049,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ90991.1_Amaranthus_tuberculatus_amalgavirus_2_Amaranthus_tuberculatus_1059,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ90995.1_Bletilla_striata_amalgavirus_1_Bletilla_striata_1055,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91017.1_Gloriosa_superba_amalgavirus_1_Gloriosa_superba_1024,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91019.1_Hevea_brasiliensis_amalgavirus_1_Hevea_brasiliensis_1072,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91023.1_Myosoton_aquaticum_amalgavirus_1_Myosoton_aquaticum_1055,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91031.1_Melilotus_officinalis_amalgavirus_1_Melilotus_officinalis_1057,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91033.1_Melampyrum_roseum_amalgavirus_1_Melampyrum_roseum_1062,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91037.1_Papaver_atlanticum_amalgavirus_1_Papaver_atlanticum_1055,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91051.1_Rhyncholacis_penicillata_amalgavirus_1_1064,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91053.1_Rhodiola_rosea_amalgavirus_1_Rhodiola_rosea_1092,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91055.1_Swertia_japonica_amalgavirus_1_Swertia_japonica_1057,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
DAZ91061.1_Stevia_rebaudiana_amalgavirus_1_Stevia_rebaudiana_1049,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
fly116610_Wuhan_fly_virus_6,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
fly34516_Wuhan_fly_virus_5,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
GCM11219_WGML118279_Hubei_earwig_virus_2,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
HOU343377_Beihai_partiti-like_virus_7,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
HWRTX13334_Beihai_partiti-like_virus_8,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
insectZJ79891_mosZJ25114_Shuangao_partiti-like_virus_1,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
mosZJ34436_spider58365_Hubei_partiti-like_virus_22,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
NP_624325_Zygosaccharomyces_bailii_virus_Z,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Amalgaviridae,,Zybavirus,Zybavirus bailii,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales||Amalgaviridae||Zybavirus|Zybavirus bailii
QBC66123.1_Cucumis_melo_amalgavirus_1_Cucumis_melo_1049,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QCM147194_Hubei_partiti-like_virus_48,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QCM950973_Hubei_partiti-like_virus_4,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QCM951148_Hubei_partiti-like_virus_33,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QDB74985.1_Phaeoacremonium_minimum_tetramycovirus_1_Phaeoacremonium_minimum_764,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QKI28961.1_Kummerowia_striata_partitivirus_Kummerowia_striata_622,Partiti-Picobirna,0,0,1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QQZ02313.1_Aspergillus_nidulans_partitivirus_1_Aspergillus_nidulans_573,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM133141_Hubei_partiti-like_virus_10,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM22037_Hubei_partiti-like_virus_57,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM23269_Hubei_partiti-like_virus_7,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM23479_Hubei_partiti-like_virus_37,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM24152_Hubei_partiti-like_virus_39,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM24887_Hubei_partiti-like_virus_41,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM25188_Hubei_partiti-like_virus_11,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM26145_Hubei_partiti-like_virus_56,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM26281_Hubei_partiti-like_virus_46,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM26744_Hubei_partiti-like_virus_29,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM27155_Hubei_partiti-like_virus_21,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM29853_Hubei_partiti-like_virus_44,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM3514_Hubei_partiti-like_virus_36,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM46465_Hubei_partiti-like_virus_47,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM46741_Hubei_partiti-like_virus_32,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM47485_Hubei_partiti-like_virus_5,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM74833_Hubei_partiti-like_virus_20,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM74844_WGML31721_Hubei_odonate_virus_13,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM75790_Hubei_partiti-like_virus_17,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTM77172_Hubei_partiti-like_virus_12,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
QTW52603.1_Rhizoctonia_solani_RNA_Virus_11_Rhizoctonia_solani_705,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM172187_Hubei_diptera_virus_17,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM172380_Hubei_partiti-like_virus_19,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM245982_Hubei_partiti-like_virus_38,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM33193_Hubei_partiti-like_virus_59,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM37169_QTM25917_Hubei_diptera_virus_18,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM50556_Hubei_partiti-like_virus_18,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SCM51314_QTM27098_Hubei_diptera_virus_19,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SHWC01c3537_Shahe_picobirna-like_virus_2,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SHWC0209c12590_Shahe_picobirna-like_virus_1,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SHWC0209c27544_Shahe_partiti-like_virus_1,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider118314_Hubei_partiti-like_virus_49,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider122140_Hubei_partiti-like_virus_13,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider131688_Hubei_partiti-like_virus_6,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider131862_Hubei_partiti-like_virus_31,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider132884_Hubei_partiti-like_virus_14,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider134492_Hubei_partiti-like_virus_42,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
spider135364_Hubei_partiti-like_virus_15,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
SSZZ3448_QTM24815_Hubei_tetragnatha_maxillosa_virus_8,Partiti-Picobirna,0,0,0,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,,Partiti-Picobirna,Riboviria|Orthornavirae|Pisuviricota||Duplopiviricetes|Durnavirales|||||
